triad_from,triad_to,component_id,shared_pair,dropped_w33,added_w33,drop_idx_in_sorted_prev,hol_from,hol_to,hol_flip,comm_k4_mod12,comm_phase_complex,comm_phase_angle_rad
0,1,0,0 1,2,3,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
0,2,0,0 2,1,3,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
0,27,0,1 2,0,3,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
1,0,0,0 1,3,2,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
1,2,0,0 3,1,2,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
1,27,0,1 3,0,2,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
2,0,0,0 2,3,1,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
2,1,0,0 3,2,1,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
2,27,0,2 3,0,1,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
3,169,1,7 8,0,9,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
3,4,1,0 7,8,9,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
3,5,1,0 8,7,9,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
4,169,1,7 9,0,8,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
4,3,1,0 7,9,8,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
4,5,1,0 9,7,8,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
5,169,1,8 9,0,7,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
5,3,1,0 8,9,7,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
5,4,1,0 9,8,7,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
6,8,2,0 11,10,12,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
6,224,2,10 11,0,12,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
6,7,2,0 10,11,12,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
7,8,2,0 12,10,11,1,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
7,224,2,10 12,0,11,0,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
7,6,2,0 10,12,11,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
8,224,2,11 12,0,10,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
8,6,2,0 11,12,10,2,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
8,7,2,0 12,11,10,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
9,10,3,0 16,17,18,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
9,11,3,0 17,16,18,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
9,306,3,16 17,0,18,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
10,9,3,0 16,18,17,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
10,306,3,16 18,0,17,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
10,11,3,0 18,16,17,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
11,9,3,0 17,18,16,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
11,10,3,0 18,17,16,1,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
11,306,3,17 18,0,16,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
12,325,4,19 20,0,21,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
12,13,4,0 19,20,21,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
12,14,4,0 20,19,21,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
13,12,4,0 19,21,20,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
13,325,4,19 21,0,20,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
13,14,4,0 21,19,20,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
14,325,4,20 21,0,19,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
14,12,4,0 20,21,19,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
14,13,4,0 21,20,19,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
15,16,5,0 25,26,27,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
15,17,5,0 26,25,27,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
15,350,5,25 26,0,27,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
16,17,5,0 27,25,26,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
16,350,5,25 27,0,26,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
16,15,5,0 25,27,26,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
17,16,5,0 27,26,25,1,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
17,350,5,26 27,0,25,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
17,15,5,0 26,27,25,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
18,19,6,0 28,29,30,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
18,20,6,0 29,28,30,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
18,351,6,28 29,0,30,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
19,18,6,0 28,30,29,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
19,20,6,0 30,28,29,1,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
19,351,6,28 30,0,29,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
20,18,6,0 29,30,28,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
20,19,6,0 30,29,28,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
20,351,6,29 30,0,28,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
21,358,7,34 35,0,36,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
21,22,7,0 34,35,36,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
21,23,7,0 35,34,36,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
22,21,7,0 34,36,35,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
22,358,7,34 36,0,35,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
22,23,7,0 36,34,35,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
23,358,7,35 36,0,34,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
23,21,7,0 35,36,34,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
23,22,7,0 36,35,34,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
24,25,8,0 37,38,39,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
24,26,8,0 38,37,39,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
24,359,8,37 38,0,39,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
25,24,8,0 37,39,38,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
25,26,8,0 39,37,38,1,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
25,359,8,37 39,0,38,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
26,24,8,0 38,39,37,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
26,25,8,0 39,38,37,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
26,359,8,38 39,0,37,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
27,0,0,1 2,3,0,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
27,1,0,1 3,2,0,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
27,2,0,2 3,1,0,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
28,32,9,1 8,5,11,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
28,128,9,5 8,1,11,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
28,29,9,1 5,8,11,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
29,32,9,1 11,5,8,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
29,28,9,1 5,11,8,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
29,128,9,5 11,1,8,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
30,33,10,1 9,6,12,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
30,150,10,6 9,1,12,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
30,31,10,1 6,9,12,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
31,33,10,1 12,6,9,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
31,150,10,6 12,1,9,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
31,30,10,1 6,12,9,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
32,128,9,8 11,1,5,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
32,28,9,1 8,11,5,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
32,29,9,1 11,8,5,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
33,150,10,9 12,1,6,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
33,30,10,1 9,12,6,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
33,31,10,1 12,9,6,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
34,289,11,14 17,1,20,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
34,35,11,1 14,17,20,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
34,38,11,1 17,14,20,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
35,289,11,14 20,1,17,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
35,34,11,1 14,20,17,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
35,38,11,1 20,14,17,1,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
36,299,12,15 18,1,21,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
36,37,12,1 15,18,21,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
36,39,12,1 18,15,21,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
37,299,12,15 21,1,18,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589513
37,36,12,1 15,21,18,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
37,39,12,1 21,15,18,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
38,289,11,17 20,1,14,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
38,34,11,1 17,20,14,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
38,35,11,1 20,17,14,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
39,299,12,18 21,1,15,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
39,36,12,1 18,21,15,2,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
39,37,12,1 21,18,15,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
40,345,13,23 26,1,29,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
40,41,13,1 23,26,29,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
40,44,13,1 26,23,29,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
41,40,13,1 23,29,26,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
41,345,13,23 29,1,26,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
41,44,13,1 29,23,26,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
42,43,14,1 24,27,30,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
42,349,14,24 27,1,30,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
42,45,14,1 27,24,30,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
43,42,14,1 24,30,27,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
43,349,14,24 30,1,27,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
43,45,14,1 30,24,27,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
44,40,13,1 26,29,23,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
44,41,13,1 29,26,23,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
44,345,13,26 29,1,23,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
45,42,14,1 27,30,24,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
45,43,14,1 30,27,24,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
45,349,14,27 30,1,24,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
46,353,15,32 35,1,38,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
46,50,15,1 35,32,38,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
46,47,15,1 32,35,38,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
47,353,15,32 38,1,35,0,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
47,50,15,1 38,32,35,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
47,46,15,1 32,38,35,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
48,49,16,1 33,36,39,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
48,51,16,1 36,33,39,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
48,357,16,33 36,1,39,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
49,48,16,1 33,39,36,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
49,51,16,1 39,33,36,1,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
49,357,16,33 39,1,36,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
50,353,15,35 38,1,32,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
50,46,15,1 35,38,32,2,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
50,47,15,1 38,35,32,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
51,48,16,1 36,39,33,2,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
51,49,16,1 39,36,33,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
51,357,16,36 39,1,33,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
52,57,17,2 9,5,10,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
52,129,17,5 9,2,10,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
52,53,17,2 5,9,10,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
53,57,17,2 10,5,9,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
53,129,17,5 10,2,9,0,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
53,52,17,2 5,10,9,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
54,56,18,2 7,6,11,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
54,148,18,6 7,2,11,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
54,55,18,2 6,7,11,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
55,56,18,2 11,6,7,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
55,148,18,6 11,2,7,0,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
55,54,18,2 6,11,7,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
56,148,18,7 11,2,6,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
56,54,18,2 7,11,6,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
56,55,18,2 11,7,6,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
57,129,17,9 10,2,5,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
57,52,17,2 9,10,5,2,3,3,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
57,53,17,2 10,9,5,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
58,290,19,14 18,2,19,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
58,59,19,2 14,18,19,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
58,63,19,2 18,14,19,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
59,58,19,2 14,19,18,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
59,290,19,14 19,2,18,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
59,63,19,2 19,14,18,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
60,297,20,15 16,2,20,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
60,61,20,2 15,16,20,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
60,62,20,2 16,15,20,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
61,297,20,15 20,2,16,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
61,60,20,2 15,20,16,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
61,62,20,2 20,15,16,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
62,297,20,16 20,2,15,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
62,60,20,2 16,20,15,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
62,61,20,2 20,16,15,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
63,58,19,2 18,19,14,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
63,59,19,2 19,18,14,1,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
63,290,19,18 19,2,14,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
64,65,21,2 23,27,28,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
64,346,21,23 27,2,28,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
64,69,21,2 27,23,28,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
65,64,21,2 23,28,27,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
65,346,21,23 28,2,27,0,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
65,69,21,2 28,23,27,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
66,347,22,24 25,2,29,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
66,67,22,2 24,25,29,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
66,68,22,2 25,24,29,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
67,66,22,2 24,29,25,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
67,347,22,24 29,2,25,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
67,68,22,2 29,24,25,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
68,347,22,25 29,2,24,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
68,66,22,2 25,29,24,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
68,67,22,2 29,25,24,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
69,64,21,2 27,28,23,2,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
69,65,21,2 28,27,23,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
69,346,21,27 28,2,23,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
70,354,23,32 36,2,37,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
70,75,23,2 36,32,37,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
70,71,23,2 32,36,37,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
71,354,23,32 37,2,36,0,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
71,75,23,2 37,32,36,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
71,70,23,2 32,37,36,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
72,73,24,2 33,34,38,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
72,74,24,2 34,33,38,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
72,355,24,33 34,2,38,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
73,72,24,2 33,38,34,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
73,74,24,2 38,33,34,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
73,355,24,33 38,2,34,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
74,72,24,2 34,38,33,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
74,73,24,2 38,34,33,1,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
74,355,24,34 38,2,33,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
75,354,23,36 37,2,32,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
75,70,23,2 36,37,32,2,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
75,71,23,2 37,36,32,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
76,80,25,3 7,5,12,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
76,77,25,3 5,7,12,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
76,127,25,5 7,3,12,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
77,80,25,3 12,5,7,1,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
77,76,25,3 5,12,7,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
77,127,25,5 12,3,7,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
78,81,26,3 8,6,10,1,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
78,149,26,6 8,3,10,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
78,79,26,3 6,8,10,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
79,81,26,3 10,6,8,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
79,149,26,6 10,3,8,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
79,78,26,3 6,10,8,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
80,76,25,3 7,12,5,2,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
80,77,25,3 12,7,5,1,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
80,127,25,7 12,3,5,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
81,149,26,8 10,3,6,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
81,78,26,3 8,10,6,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
81,79,26,3 10,8,6,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
82,288,27,14 16,3,21,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
82,83,27,3 14,16,21,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
82,86,27,3 16,14,21,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
83,288,27,14 21,3,16,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
83,82,27,3 14,21,16,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
83,86,27,3 21,14,16,1,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
84,298,28,15 17,3,19,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
84,85,28,3 15,17,19,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
84,87,28,3 17,15,19,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
85,298,28,15 19,3,17,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
85,84,28,3 15,19,17,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
85,87,28,3 19,15,17,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
86,288,27,16 21,3,14,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
86,82,27,3 16,21,14,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
86,83,27,3 21,16,14,1,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
87,298,28,17 19,3,15,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
87,84,28,3 17,19,15,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
87,85,28,3 19,17,15,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
88,344,29,23 25,3,30,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
88,89,29,3 23,25,30,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
88,92,29,3 25,23,30,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
89,88,29,3 23,30,25,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
89,344,29,23 30,3,25,0,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
89,92,29,3 30,23,25,1,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
90,91,30,3 24,26,28,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
90,348,30,24 26,3,28,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
90,93,30,3 26,24,28,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
91,90,30,3 24,28,26,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
91,348,30,24 28,3,26,0,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
