triad_from,triad_to,component_id,shared_pair,dropped_w33,added_w33,drop_idx_in_sorted_prev,hol_from,hol_to,hol_flip,comm_k4_mod12,comm_phase_complex,comm_phase_angle_rad
270,269,88,12 20,33,25,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
270,334,88,20 33,12,25,0,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
271,272,89,12 21,26,31,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
271,276,89,12 26,21,31,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
271,340,89,21 26,12,31,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
272,276,89,12 31,21,26,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
272,340,89,21 31,12,26,0,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
272,271,89,12 21,31,26,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
273,313,87,22 39,12,17,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
273,267,87,12 22,39,17,2,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
273,268,87,12 39,22,17,1,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
274,265,86,12 24,38,16,2,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
274,266,86,12 38,24,16,1,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
274,308,86,24 38,12,16,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
275,334,88,25 33,12,20,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
275,269,88,12 25,33,20,2,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
275,270,88,12 33,25,20,1,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
276,272,89,12 31,26,21,1,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
276,340,89,26 31,12,21,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
276,271,89,12 26,31,21,2,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
277,264,85,12 34,29,15,1,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
277,304,85,29 34,12,15,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
277,263,85,12 29,34,15,2,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653588951
278,261,84,12 30,35,13,2,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
278,262,84,12 35,30,13,1,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
278,287,84,30 35,12,13,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
279,100,33,13 22,31,4,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
279,101,33,13 31,22,4,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
279,118,33,22 31,13,4,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
280,130,42,13 23,33,5,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
280,131,42,13 33,23,5,1,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
280,143,42,23 33,13,5,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
281,152,48,13 32,24,6,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
281,165,48,24 32,13,6,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
281,151,48,13 24,32,6,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
282,184,54,25 37,13,7,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
282,170,54,13 25,37,7,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
282,171,54,13 37,25,7,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
283,202,60,26 39,13,8,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
283,188,60,13 26,39,8,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
283,189,60,13 39,26,8,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
284,221,66,27 38,13,9,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
284,206,66,13 27,38,9,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
284,207,66,13 38,27,9,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
285,225,72,13 28,34,10,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
285,226,72,13 34,28,10,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
285,241,72,28 34,13,10,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
286,243,78,13 29,36,11,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
286,244,78,13 36,29,11,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
286,260,78,29 36,13,11,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
287,261,84,13 30,35,12,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
287,262,84,13 35,30,12,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
287,278,84,30 35,13,12,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
288,82,27,14 16,21,3,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
288,83,27,14 21,16,3,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
288,86,27,16 21,14,3,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
289,34,11,14 17,20,1,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
289,35,11,14 20,17,1,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
289,38,11,17 20,14,1,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
290,58,19,14 18,19,2,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
290,59,19,14 19,18,2,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
290,63,19,18 19,14,2,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
291,153,49,14 22,33,6,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
291,154,49,14 33,22,6,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
291,163,49,22 33,14,6,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
292,119,34,23 32,14,4,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
292,102,34,14 23,32,4,2,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
292,103,34,14 32,23,4,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
293,144,43,24 31,14,5,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
293,132,43,14 24,31,5,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
293,133,43,14 31,24,5,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
294,208,67,14 25,39,9,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
294,209,67,14 39,25,9,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
294,220,67,25 39,14,9,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
295,185,55,26 38,14,7,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
295,172,55,14 26,38,7,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
295,173,55,14 38,26,7,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
296,203,61,27 37,14,8,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
296,190,61,14 27,37,8,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
296,191,61,14 37,27,8,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
297,60,20,15 16,20,2,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
297,61,20,15 20,16,2,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
297,62,20,16 20,15,2,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
298,84,28,15 17,19,3,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
298,85,28,15 19,17,3,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
298,87,28,17 19,15,3,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
299,36,12,15 18,21,1,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
299,37,12,15 21,18,1,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589513
299,39,12,18 21,15,1,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
300,142,44,22 32,15,5,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
300,134,44,15 22,32,5,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
300,135,44,15 32,22,5,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
301,164,50,23 31,15,6,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
301,155,50,15 23,31,6,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
301,156,50,15 31,23,6,1,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
302,104,35,15 24,33,4,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
302,105,35,15 33,24,4,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
302,120,35,24 33,15,4,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
303,259,79,28 35,15,11,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
303,245,79,15 28,35,11,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
303,246,79,15 35,28,11,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
304,264,85,15 34,29,12,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653588951
304,277,85,29 34,15,12,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
304,263,85,15 29,34,12,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
305,242,73,30 36,15,10,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
305,227,73,15 30,36,10,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
305,228,73,15 36,30,10,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653588951
306,9,3,16 17,18,0,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
306,10,3,16 18,17,0,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
306,11,3,17 18,16,0,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
307,237,74,22 37,16,10,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
307,229,74,16 22,37,10,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
307,230,74,16 37,22,10,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
308,265,86,16 24,38,12,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
308,266,86,16 38,24,12,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
308,274,86,24 38,16,12,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
309,121,36,25 34,16,4,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
309,106,36,16 25,34,4,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
309,107,36,16 34,25,4,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
310,168,51,27 35,16,6,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
310,157,51,16 27,35,6,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
310,158,51,16 35,27,6,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
311,186,56,28 31,16,7,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
311,174,56,16 28,31,7,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
311,175,56,16 31,28,7,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
312,210,68,16 30,32,9,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
312,211,68,16 32,30,9,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
312,223,68,30 32,16,9,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
313,273,87,22 39,17,12,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
313,267,87,17 22,39,12,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
313,268,87,17 39,22,12,1,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
314,248,80,17 37,24,11,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.1415926535886705
314,256,80,24 37,17,11,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
314,247,80,17 24,37,11,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
315,160,52,17 36,25,6,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
315,166,52,25 36,17,6,0,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
315,159,52,17 25,36,6,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
316,122,37,26 35,17,4,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
316,108,37,17 26,35,4,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
316,109,37,17 35,26,4,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
317,176,57,17 29,32,7,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
317,177,57,17 32,29,7,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
317,187,57,29 32,17,7,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
318,192,62,17 30,31,8,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
318,193,62,17 31,30,8,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
318,205,62,30 31,17,8,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
319,249,81,18 22,38,11,2,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
319,250,81,18 38,22,11,1,9,9,0,6,-1.000000000000+0.000000000001j,3.1415926535886705
319,255,81,22 38,18,11,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
320,232,75,18 39,24,10,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
320,238,75,24 39,18,10,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
320,231,75,18 24,39,10,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
321,161,53,18 26,34,6,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
321,162,53,18 34,26,6,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
321,167,53,26 34,18,6,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
322,123,38,27 36,18,4,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
322,110,38,18 27,36,4,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
322,111,38,18 36,27,4,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
323,194,63,18 28,32,8,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
323,195,63,18 32,28,8,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
323,204,63,28 32,18,8,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
324,212,69,18 29,31,9,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
324,213,69,18 31,29,9,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
324,222,69,29 31,18,9,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
325,12,4,19 20,21,0,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
325,13,4,19 21,20,0,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
325,14,4,20 21,19,0,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
326,178,58,19 22,34,7,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
326,179,58,19 34,22,7,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
326,182,58,22 34,19,7,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
327,201,64,23 36,19,8,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
327,196,64,19 23,36,8,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
327,197,64,19 36,23,8,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
328,233,76,19 25,31,10,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
328,234,76,19 31,25,10,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
328,239,76,25 31,19,10,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
329,257,82,26 33,19,11,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
329,251,82,19 26,33,11,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
329,252,82,19 33,26,11,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653588951
330,112,39,19 28,37,4,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
330,113,39,19 37,28,4,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
330,124,39,28 37,19,4,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
331,136,45,19 29,39,5,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
331,137,45,19 39,29,5,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
331,146,45,29 39,19,5,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
332,218,70,22 36,20,9,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
332,214,70,20 22,36,9,2,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535892322
332,215,70,20 36,22,9,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
333,180,59,20 23,35,7,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
333,181,59,20 35,23,7,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
333,183,59,23 35,20,7,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
334,275,88,25 33,20,12,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
334,269,88,20 25,33,12,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
334,270,88,20 33,25,12,1,3,3,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
335,258,83,27 31,20,11,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653588951
335,253,83,20 27,31,11,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
335,254,83,20 31,27,11,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
336,114,40,20 29,38,4,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
336,115,40,20 38,29,4,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
336,125,40,29 38,20,4,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
337,138,46,20 30,37,5,2,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
337,139,46,20 37,30,5,1,3,3,0,6,-1.000000000000-0.000000000000j,-3.141592653589793
337,147,46,30 37,20,5,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
338,200,65,22 35,21,8,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
338,198,65,21 22,35,8,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
338,199,65,21 35,22,8,1,9,9,0,6,-1.000000000000+0.000000000001j,3.141592653589232
339,216,71,21 23,34,9,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
339,217,71,21 34,23,9,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
339,219,71,23 34,21,9,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
340,272,89,21 31,26,12,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
340,276,89,26 31,21,12,0,9,3,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
340,271,89,21 26,31,12,2,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
341,240,77,27 33,21,10,0,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
341,235,77,21 27,33,10,2,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
341,236,77,21 33,27,10,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653588951
342,145,47,28 38,21,5,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
342,140,47,21 28,38,5,2,3,9,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
342,141,47,21 38,28,5,1,3,3,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
343,116,41,21 30,39,4,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
343,117,41,21 39,30,4,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
343,126,41,30 39,21,4,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
344,88,29,23 25,30,3,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
344,89,29,23 30,25,3,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
344,92,29,25 30,23,3,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
345,40,13,23 26,29,1,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
345,41,13,23 29,26,1,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
345,44,13,26 29,23,1,0,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
346,64,21,23 27,28,2,2,9,3,1,6,-1.000000000000+0.000000000000j,3.141592653589793
346,65,21,23 28,27,2,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
346,69,21,27 28,23,2,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
347,66,22,24 25,29,2,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
347,67,22,24 29,25,2,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
347,68,22,25 29,24,2,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
348,90,30,24 26,28,3,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
348,91,30,24 28,26,3,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
348,93,30,26 28,24,3,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653589232
349,42,14,24 27,30,1,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
349,43,14,24 30,27,1,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
349,45,14,27 30,24,1,0,3,9,1,6,-1.000000000000+0.000000000000j,3.141592653589793
350,16,5,25 27,26,0,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
350,17,5,26 27,25,0,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
350,15,5,25 26,27,0,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
351,18,6,28 29,30,0,2,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
351,19,6,28 30,29,0,1,9,9,0,6,-1.000000000000-0.000000000001j,-3.141592653589232
351,20,6,29 30,28,0,0,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
352,98,31,34 39,32,3,0,9,3,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
352,94,31,32 34,39,3,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
352,95,31,32 39,34,3,1,9,9,0,6,-1.000000000000+0.000000000000j,3.1415926535895125
353,50,15,35 38,32,1,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
353,46,15,32 35,38,1,2,9,3,1,6,-1.000000000000+0.000000000001j,3.141592653589232
353,47,15,32 38,35,1,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
354,75,23,36 37,32,2,0,9,3,1,6,-1.000000000000-0.000000000001j,-3.141592653588951
354,70,23,32 36,37,2,2,9,3,1,6,-1.000000000000-0.000000000000j,-3.141592653589793
354,71,23,32 37,36,2,1,9,9,0,6,-1.000000000000-0.000000000000j,-3.1415926535895125
355,72,24,33 34,38,2,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
355,73,24,33 38,34,2,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
355,74,24,34 38,33,2,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
356,96,32,33 35,37,3,2,3,9,1,6,-1.000000000000-0.000000000000j,-3.1415926535895125
356,97,32,33 37,35,3,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
356,99,32,35 37,33,3,0,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
357,48,16,33 36,39,1,2,3,9,1,6,-1.000000000000+0.000000000000j,3.1415926535895125
357,49,16,33 39,36,1,1,3,3,0,6,-1.000000000000+0.000000000000j,3.141592653589793
357,51,16,36 39,33,1,0,3,9,1,6,-1.000000000000+0.000000000001j,3.141592653588951
358,21,7,34 35,36,0,2,3,9,1,6,-1.000000000000-0.000000000001j,-3.141592653589232
358,22,7,34 36,35,0,1,3,3,0,6,-1.000000000000+0.000000000001j,3.141592653589232
358,23,7,35 36,34,0,0,3,9,1,6,-1.000000000000-0.000000000001j,-3.1415926535886705
359,24,8,37 38,39,0,2,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
359,25,8,37 39,38,0,1,9,9,0,6,-1.000000000000+0.000000000000j,3.141592653589793
359,26,8,38 39,37,0,0,9,3,1,6,-1.000000000000+0.000000000001j,3.1415926535886705
